ISO3 Code,MaxYear,ISO2 Code,Country,Continent,Region,LDC Flag,Year,Rule,Median Daily Income €,Median Daily Female Income €,Median Daily Male Income €,Population,% Female Population,Female Population,% Male Population,Male Population,% of Population under Poverty Line,% of Female Population under Poverty Line,% of Male Population under Poverty Line,Female Population under Poverty Line,Male Population under Poverty Line,MaxYear Flag
DOM,N/A,DO,Dominican Republic,Americas,Rest of the World,NO,2012,<= 50% Median Daily Income,7.32827332783,,,9930916,,,,,18.77,0.00,0.00,,,0
DOM,N/A,DO,Dominican Republic,Americas,Rest of the World,NO,2013,<= 50% Median Daily Income,7.51863649446,,,10048226,,,,,18.91,0.00,0.00,,,0
DOM,N/A,DO,Dominican Republic,Americas,Rest of the World,NO,2014,<= 50% Median Daily Income,8.32907741302,,,10165182,,,,,18.83,0.00,0.00,,,0
DOM,N/A,DO,Dominican Republic,Americas,Rest of the World,NO,2015,<= 50% Median Daily Income,9.08338559128,,,10281675,,,,,18.87,0.00,0.00,,,0
DOM,N/A,DO,Dominican Republic,Americas,Rest of the World,NO,2016,<= 50% Median Daily Income,9.7238289239,,,10397738,,,,,19.25,0.00,0.00,,,0
DOM,N/A,DO,Dominican Republic,Americas,Rest of the World,NO,2017,<= 50% Median Daily Income,9.5792099585,,,10513111,,,,,17.26,0.00,0.00,,,0
DOM,N/A,DO,Dominican Republic,Americas,Rest of the World,NO,2018,<= 50% Median Daily Income,10.2112089807,,,10627147,,,,,17.18,0.00,0.00,,,0
DOM,N/A,DO,Dominican Republic,Americas,Rest of the World,NO,2019,<= 50% Median Daily Income,10.7401688212,,,10738957,,,,,17.31,0.00,0.00,,,0
DOM,2020,DO,Dominican Republic,Americas,Rest of the World,NO,2020,<= 50% Median Daily Income,9.6745678211,,,10847904,,,,,16.80,0.00,0.00,,,1
ECU,N/A,EC,Ecuador,Americas,Rest of the World,NO,2000,<= 50% Median Daily Income,3.29772011478,,,12681123,,,,,23.84,0.00,0.00,,,0
ECU,N/A,EC,Ecuador,Americas,Rest of the World,NO,2003,<= 50% Median Daily Income,5.19249228407,,,13369678,,,,,23.97,0.00,0.00,,,0
ECU,N/A,EC,Ecuador,Americas,Rest of the World,NO,2004,<= 50% Median Daily Income,5.09973627891,,,13596390,,,,,24.23,0.00,0.00,,,0
ECU,N/A,EC,Ecuador,Americas,Rest of the World,NO,2005,<= 50% Median Daily Income,6.14088784491,,,13825839,,,,,24.04,0.00,0.00,,,0
ECU,N/A,EC,Ecuador,Americas,Rest of the World,NO,2006,<= 50% Median Daily Income,6.83054638266,,,14059379,,,,,23.60,0.00,0.00,,,0
ECU,N/A,EC,Ecuador,Americas,Rest of the World,NO,2007,<= 50% Median Daily Income,6.95305701181,,,14296554,,,,,23.53,0.00,0.00,,,0
ECU,N/A,EC,Ecuador,Americas,Rest of the World,NO,2008,<= 50% Median Daily Income,7.28392805686,,,14535740,,,,,23.54,0.00,0.00,,,0
ECU,N/A,EC,Ecuador,Americas,Rest of the World,NO,2009,<= 50% Median Daily Income,7.16084920915,,,14774412,,,,,19.97,0.00,0.00,,,0
ECU,N/A,EC,Ecuador,Americas,Rest of the World,NO,2010,<= 50% Median Daily Income,7.87796274356,,,15011114,,,,,23.19,0.00,0.00,,,0
ECU,N/A,EC,Ecuador,Americas,Rest of the World,NO,2011,<= 50% Median Daily Income,8.68055108466,,,15243885,,,,,19.79,0.00,0.00,,,0
ECU,N/A,EC,Ecuador,Americas,Rest of the World,NO,2012,<= 50% Median Daily Income,9.385799059,,,15474099,,,,,23.41,0.00,0.00,,,0
ECU,N/A,EC,Ecuador,Americas,Rest of the World,NO,2013,<= 50% Median Daily Income,9.318139831,,,15707473,,,,,19.77,0.00,0.00,,,0
ECU,N/A,EC,Ecuador,Americas,Rest of the World,NO,2014,<= 50% Median Daily Income,9.801064728,,,15951832,,,,,19.06,0.00,0.00,,,0
ECU,N/A,EC,Ecuador,Americas,Rest of the World,NO,2015,<= 50% Median Daily Income,9.7074364023,,,16212022,,,,,19.47,0.00,0.00,,,0
ECU,N/A,EC,Ecuador,Americas,Rest of the World,NO,2016,<= 50% Median Daily Income,9.7602950809,,,16491116,,,,,19.05,0.00,0.00,,,0
ECU,N/A,EC,Ecuador,Americas,Rest of the World,NO,2017,<= 50% Median Daily Income,10.168944968,,,16785356,,,,,19.43,0.00,0.00,,,0
ECU,N/A,EC,Ecuador,Americas,Rest of the World,NO,2018,<= 50% Median Daily Income,9.9551076716,,,17084359,,,,,19.57,0.00,0.00,,,0
ECU,N/A,EC,Ecuador,Americas,Rest of the World,NO,2019,<= 50% Median Daily Income,9.717412705,,,17373657,,,,,23.18,0.00,0.00,,,0
ECU,2020,EC,Ecuador,Americas,Rest of the World,NO,2020,<= 50% Median Daily Income,8.33864940909,,,17643060,,,,,22.39,0.00,0.00,,,1
SLV,N/A,SV,El Salvador,Americas,Rest of the World,NO,2000,<= 50% Median Daily Income,6.10767185483,,,5887930,,,,,24.38,0.00,0.00,,,0
SLV,N/A,SV,El Salvador,Americas,Rest of the World,NO,2001,<= 50% Median Daily Income,5.86213123769,,,5927001,,,,,24.78,0.00,0.00,,,0
SLV,N/A,SV,El Salvador,Americas,Rest of the World,NO,2002,<= 50% Median Daily Income,5.8667561134,,,5962139,,,,,24.61,0.00,0.00,,,0
SLV,N/A,SV,El Salvador,Americas,Rest of the World,NO,2003,<= 50% Median Daily Income,5.74145629694,,,5994075,,,,,24.39,0.00,0.00,,,0
SLV,N/A,SV,El Salvador,Americas,Rest of the World,NO,2004,<= 50% Median Daily Income,5.93578294855,,,6023801,,,,,22.75,0.00,0.00,,,0
SLV,N/A,SV,El Salvador,Americas,Rest of the World,NO,2005,<= 50% Median Daily Income,5.99897500839,,,6052124,,,,,23.05,0.00,0.00,,,0
SLV,N/A,SV,El Salvador,Americas,Rest of the World,NO,2006,<= 50% Median Daily Income,6.18282571634,,,6079395,,,,,19.14,0.00,0.00,,,0
SLV,N/A,SV,El Salvador,Americas,Rest of the World,NO,2007,<= 50% Median Daily Income,6.5535781493,,,6105810,,,,,18.23,0.00,0.00,,,0
SLV,N/A,SV,El Salvador,Americas,Rest of the World,NO,2008,<= 50% Median Daily Income,6.11123864806,,,6131767,,,,,19.13,0.00,0.00,,,0
SLV,N/A,SV,El Salvador,Americas,Rest of the World,NO,2009,<= 50% Median Daily Income,6.1880991081,,,6157678,,,,,19.10,0.00,0.00,,,0
SLV,N/A,SV,El Salvador,Americas,Rest of the World,NO,2010,<= 50% Median Daily Income,6.34328109779,,,6183877,,,,,19.05,0.00,0.00,,,0
SLV,N/A,SV,El Salvador,Americas,Rest of the World,NO,2011,<= 50% Median Daily Income,6.23731174612,,,6210567,,,,,17.99,0.00,0.00,,,0
SLV,N/A,SV,El Salvador,Americas,Rest of the World,NO,2012,<= 50% Median Daily Income,6.55662412041,,,6237922,,,,,17.88,0.00,0.00,,,0
SLV,N/A,SV,El Salvador,Americas,Rest of the World,NO,2013,<= 50% Median Daily Income,7.06587864437,,,6266076,,,,,18.06,0.00,0.00,,,0
SLV,N/A,SV,El Salvador,Americas,Rest of the World,NO,2014,<= 50% Median Daily Income,7.03757870543,,,6295124,,,,,17.78,0.00,0.00,,,0
SLV,N/A,SV,El Salvador,Americas,Rest of the World,NO,2015,<= 50% Median Daily Income,7.35184511334,,,6325121,,,,,17.41,0.00,0.00,,,0
SLV,N/A,SV,El Salvador,Americas,Rest of the World,NO,2016,<= 50% Median Daily Income,7.63387032681,,,6356137,,,,,18.00,0.00,0.00,,,0
SLV,N/A,SV,El Salvador,Americas,Rest of the World,NO,2017,<= 50% Median Daily Income,7.85400519631,,,6388124,,,,,17.40,0.00,0.00,,,0
SLV,N/A,SV,El Salvador,Americas,Rest of the World,NO,2018,<= 50% Median Daily Income,8.40189928851,,,6420740,,,,,17.76,0.00,0.00,,,0
SLV,2019,SV,El Salvador,Americas,Rest of the World,NO,2019,<= 50% Median Daily Income,8.99702930399,,,6453550,,,,,17.35,0.00,0.00,,,1
EST,N/A,EE,Estonia,Europe,EU27,NO,2003,<= 60% Median Daily Income,11.1917343993,,,1370720,0.53461703473702,732810,0.46538296526298,637909,19.65,0.00,0.00,0,0,0
EST,N/A,EE,Estonia,Europe,EU27,NO,2004,<= 60% Median Daily Income,12.6626860997,6.631345799836,7.1389830689612,1362550,0.53489478499543,728820,0.46510521500457,633729,18.49,6.69,7.20,48725.248975062,45611.257196388,0
EST,N/A,EE,Estonia,Europe,EU27,NO,2005,<= 60% Median Daily Income,14.4870367278,7.6840251894956,8.3519689646604,1354775,0.53511425102108,724959,0.46488574897892,629815,18.06,6.56,7.13,47576.751272717,44925.656210308,0
EST,N/A,EE,Estonia,Europe,EU27,NO,2006,<= 60% Median Daily Income,16.9809278912,9.2737313743878,10.211524434719,1346810,0.53510772192197,720688,0.46489227807803,626121,18.00,6.62,7.29,47743.027990986,45672.733851089,0
EST,N/A,EE,Estonia,Europe,EU27,NO,2007,<= 60% Median Daily Income,19.6524556137,11.360387728003,12.610778475111,1340680,0.53514729097787,717461,0.46485270902213,623218,17.85,6.80,7.55,48766.289900803,47022.980034513,0
EST,N/A,EE,Estonia,Europe,EU27,NO,2008,<= 60% Median Daily Income,20.1805470594,14.224530635909,15.573777061742,1337090,0.53524252114402,715667,0.46475747885598,621422,17.93,8.45,9.25,60469.421839081,57486.710360926,0
EST,N/A,EE,Estonia,Europe,EU27,NO,2009,<= 60% Median Daily Income,19.260861347,15.923779599928,17.224934073949,1334515,0.53484959647836,713764,0.46515040352164,620750,18.09,14.96,16.18,106751.3912122,100426.2029342,0
EST,N/A,EE,Estonia,Europe,EU27,NO,2010,<= 60% Median Daily Income,18.2676913692,14.863084884967,15.979886877042,1331475,0.53438486750819,711520,0.46561513249181,619954,18.73,15.24,16.39,108441.35994413,101585.57710905,0
EST,N/A,EE,Estonia,Europe,EU27,NO,2011,<= 60% Median Daily Income,18.3724127314,14.467662170069,15.434844756508,1327439,0.5339410074756,708774,0.4660589925244,618664,18.16,9.91,15.26,70208.502187043,94393.292549287,0
EST,N/A,EE,Estonia,Europe,EU27,NO,2012,<= 60% Median Daily Income,19.3309652991,15.247820499462,16.909664612072,1322696,0.53355714573538,705733,0.46644285426462,616962,18.16,9.93,15.88,70109.608464665,97986.479744463,0
EST,N/A,EE,Estonia,Europe,EU27,NO,2013,<= 60% Median Daily Income,20.3172572239,16.936382363078,18.440591744749,1317997,0.53326834190039,702846,0.46673165809961,615150,18.30,15.26,16.61,107220.93855486,102177.35553758,0
EST,N/A,EE,Estonia,Europe,EU27,NO,2014,<= 60% Median Daily Income,22.1816670348,18.512729672467,20.051672130447,1314545,0.53267204683927,700221,0.46732795316073,614323,18.37,15.33,16.61,107374.80328001,102033.82333253,0
EST,N/A,EE,Estonia,Europe,EU27,NO,2015,<= 60% Median Daily Income,24.2606847301,20.42839241964,21.761608194869,1315407,0.53249826979093,700451,0.46750173020907,614955,18.18,15.31,16.30,107210.94829218,100267.80545061,0
EST,N/A,EE,Estonia,Europe,EU27,NO,2016,<= 60% Median Daily Income,26.4524800904,22.231840612585,24.195595311569,1315790,0.53135695743892,699154,0.46864304256108,616635,18.13,9.97,16.58,69717.337033644,102258.46506785,0
EST,N/A,EE,Estonia,Europe,EU27,NO,2017,<= 60% Median Daily Income,28.4036656904,24.283763889891,26.338358942298,1317384,0.53061601432008,699025,0.46938398567992,618358,18.06,15.44,16.75,107929.41210252,103552.31145745,0
EST,N/A,EE,Estonia,Europe,EU27,NO,2018,<= 60% Median Daily Income,30.2467928399,27.174624548804,29.092959071077,1321977,0.5291725701654,699553,0.4708274298346,622423,18.33,16.47,17.63,115203.35807403,109737.35575245,0
EST,2019,EE,Estonia,Europe,EU27,NO,2019,<= 60% Median Daily Income,31.5269721403,29.501740661478,31.542976838382,1326898,0.52775848794553,700281,0.47224151205447,626616,17.83,16.68,17.84,116823.79009006,111767.48143117,1
ETH,N/A,ET,Ethiopia,Africa,Rest of the World,YES,2004,<= 1.9565€ Median Daily Income,,,,75301026,,,,,34.60,0.00,0.00,,,0
ETH,N/A,ET,Ethiopia,Africa,Rest of the World,YES,2010,<= 1.9565€ Median Daily Income,,,,89237791,,,,,30.80,0.00,0.00,,,0
ETH,2015,ET,Ethiopia,Africa,Rest of the World,YES,2015,<= 1.9565€ Median Daily Income,,,,102471895,,,,,27.00,0.00,0.00,,,1
FIN,N/A,FI,Finland,Europe,EU27,NO,2000,<= 60% Median Daily Income,34.1270009444,37.185765850974,38.756769610161,5176209,0.51211010302628,2650788,0.48788989697372,2525420,17.14,18.67,19.46,494990.49348562,491503.16501374,0
FIN,N/A,FI,Finland,Europe,EU27,NO,2003,<= 60% Median Daily Income,36.0154561949,,,5213014,0.51118482529323,2664813,0.48881517470677,2548200,17.17,0.00,0.00,0,0,0
FIN,N/A,FI,Finland,Europe,EU27,NO,2004,<= 60% Median Daily Income,37.2950920615,43.57665189175,45.64193404456,5228172,0.51091492819938,2671151,0.48908507180062,2557020,16.89,19.73,27.23,527109.42493645,696379.12499997,0
FIN,N/A,FI,Finland,Europe,EU27,NO,2005,<= 60% Median Daily Income,38.9205389482,45.609872743352,47.581642767638,5246096,0.51073757435868,2679378,0.48926242564132,2566717,17.15,26.38,27.52,706802.13771739,706354.02764387,0
FIN,N/A,FI,Finland,Europe,EU27,NO,2006,<= 60% Median Daily Income,39.5434714129,47.854163827906,50.007614559037,5266268,0.51054878814517,2688686,0.48945121185483,2577581,17.21,27.48,28.71,738757.16227191,740099.90225316,0
FIN,N/A,FI,Finland,Europe,EU27,NO,2007,<= 60% Median Daily Income,40.8151588481,48.348442221528,51.241974655541,5288720,0.51037255386866,2699217,0.48962744613134,2589502,17.20,26.79,28.39,723074.7280517,735199.16439823,0
FIN,N/A,FI,Finland,Europe,EU27,NO,2008,<= 60% Median Daily Income,41.3775820731,51.244646430642,54.806122639821,5313399,0.51008492809336,2710284,0.48991507190664,2603114,17.00,27.81,29.74,753697.16622779,774204.77617384,0
FIN,N/A,FI,Finland,Europe,EU27,NO,2009,<= 60% Median Daily Income,42.729678992,54.327874896803,57.416446913165,5338871,0.50966972656888,2721060,0.49033027343112,2617810,17.26,28.77,36.10,782891.07515792,944957.59563322,0
FIN,N/A,FI,Finland,Europe,EU27,NO,2010,<= 60% Median Daily Income,43.1339418692,55.717197949145,58.25004074457,5363352,0.50946411116138,2732435,0.49053588883862,2630916,17.24,29.12,36.19,795617.51622429,952128.07328415,0
FIN,N/A,FI,Finland,Europe,EU27,NO,2011,<= 60% Median Daily Income,43.2232940594,57.004993547663,59.690127523826,5388272,0.50915711118834,2743477,0.49084288881166,2644794,17.01,29.48,36.91,808749.26274421,976214.3146289,0
FIN,N/A,FI,Finland,Europe,EU27,NO,2012,<= 60% Median Daily Income,43.6649355051,59.30272013423,61.784799202742,5413971,0.50890522538508,2755198,0.49109477461492,2658772,17.06,36.29,37.81,999815.82871456,1005206.5626835,0
FIN,N/A,FI,Finland,Europe,EU27,NO,2013,<= 60% Median Daily Income,43.5858046624,60.892426319122,63.508094142667,5438972,0.50860840360044,2766306,0.49139159639956,2672665,17.23,37.35,38.95,1033153.5964088,1041058.1779615,0
FIN,N/A,FI,Finland,Europe,EU27,NO,2014,<= 60% Median Daily Income,43.5281821793,61.851593580259,64.889401869708,5461512,0.50830467028784,2776112,0.49169532971216,2685399,17.08,37.85,39.71,1050704.1706674,1066289.5992954,0
FIN,N/A,FI,Finland,Europe,EU27,NO,2015,<= 60% Median Daily Income,43.7221945979,62.452742977907,64.448558978099,5479531,0.50804376586443,2783841,0.49195623413557,2695689,17.01,38.13,39.35,1061407.2433722,1060642.6831692,0
FIN,N/A,FI,Finland,Europe,EU27,NO,2016,<= 60% Median Daily Income,44.2262070159,62.051976712808,64.713064713065,5495303,0.50768391349638,2789876,0.49231608650362,2705426,17.08,37.80,39.42,1054441.462327,1066374.0800309,0
FIN,N/A,FI,Finland,Europe,EU27,NO,2017,<= 60% Median Daily Income,45.1507551222,63.069923026159,65.025662399842,5508214,0.50714508048539,2793463,0.49285491951461,2714750,17.18,37.38,38.54,1044179.2599763,1046223.4863562,0
FIN,N/A,FI,Finland,Europe,EU27,NO,2018,<= 60% Median Daily Income,45.8532072453,64.154663717027,66.978729998424,5515525,0.50678997230249,2795212,0.49321002769751,2720312,17.18,37.23,38.87,1040588.3197493,1057283.8237956,0
FIN,2019,FI,Finland,Europe,EU27,NO,2019,<= 60% Median Daily Income,46.6486012629,64.97757044803,68.004691637077,5521606,0.50646430293739,2796496,0.49353569706261,2725109,17.30,37.34,39.07,1044082.5445529,1064829.115693,1
FRA,N/A,FR,France,Europe,EU27,NO,2000,<= 60% Median Daily Income,34.3058371383,37.367446557819,38.158291987614,60912500,0.51468094272061,31350502,0.48531905727939,29561997,19.01,25.99,26.54,8147782.7795645,7845564.8439488,0
FRA,N/A,FR,France,Europe,EU27,NO,2003,<= 60% Median Daily Income,36.0650979416,,,62244880,0.51544424286995,32083765,0.48455575713005,30161114,18.38,0.00,0.00,0,0,0
FRA,N/A,FR,France,Europe,EU27,NO,2004,<= 60% Median Daily Income,36.9932885686,39.969755505861,41.412514060216,62704901,0.51564291931639,32333338,0.48435708068361,30371562,18.38,19.86,26.47,6421270.5576406,8038392.0504192,0
FRA,N/A,FR,France,Europe,EU27,NO,2005,<= 60% Median Daily Income,36.815832781,41.829310975919,43.301459056382,63179356,0.51593957708163,32596730,0.48406042291837,30582625,17.99,26.39,27.32,8602968.1222025,8355469.4838269,0
FRA,N/A,FR,France,Europe,EU27,NO,2006,<= 60% Median Daily Income,36.6090139779,42.467865224977,43.94001330544,63621376,0.51619046986433,32840747,0.48380953013567,30780628,18.47,27.05,27.99,8884704.0451254,8616029.3286816,0
FRA,N/A,FR,France,Europe,EU27,NO,2007,<= 60% Median Daily Income,42.2154284916,43.151839650746,44.5865828798,64016227,0.51601537369787,33033357,0.48398462630213,30982869,18.19,18.60,19.21,6142857.6789047,5953114.6585756,0
FRA,N/A,FR,France,Europe,EU27,NO,2008,<= 60% Median Daily Income,42.7433846021,49.863338703601,51.490449739903,64374979,0.51598830462695,33216736,0.48401169537305,31158242,18.60,27.36,28.25,9087912.8317904,8802894.0532304,0
FRA,N/A,FR,France,Europe,EU27,NO,2009,<= 60% Median Daily Income,43.8782115408,51.530526366413,53.574434318417,64707035,0.51596162226377,33386346,0.48403837773623,31320688,18.79,27.66,28.76,9234791.3850213,9007048.64006,0
FRA,N/A,FR,France,Europe,EU27,NO,2010,<= 60% Median Daily Income,43.0785712994,52.358776647617,54.242378093582,65027505,0.51589363102867,33547275,0.48410636897133,31480229,18.75,28.69,29.72,9624333.2073609,9356221.9445465,0
FRA,N/A,FR,France,Europe,EU27,NO,2011,<= 60% Median Daily Income,43.3145237798,52.588549306274,54.354592647809,65342789,0.51579684063033,33703604,0.48420315936967,31639184,18.45,28.50,29.46,9605186.0706175,9319653.5434363,0
FRA,N/A,FR,France,Europe,EU27,NO,2012,<= 60% Median Daily Income,43.2374283068,54.215660342575,55.995062559614,65659814,0.51582653567185,33869074,0.48417346432815,31790739,18.42,29.34,35.12,9937377.916095,11164883.787985,0
FRA,N/A,FR,France,Europe,EU27,NO,2013,<= 60% Median Daily Income,43.1380078493,55.089330800491,56.908809644039,65998685,0.51566317862633,34033091,0.48433682137367,31965593,18.44,29.73,35.86,10118730.416539,11464012.586212,0
FRA,N/A,FR,France,Europe,EU27,NO,2014,<= 60% Median Daily Income,44.1742102074,55.773305226259,57.606142945311,66312067,0.51568571945885,34196185,0.48431428054115,32115881,18.73,29.98,35.71,10251498.072269,11467240.547207,0
FRA,N/A,FR,France,Europe,EU27,NO,2015,<= 60% Median Daily Income,44.6787472313,56.473310302632,57.990878559806,66548272,0.51587192018412,34330384,0.48412807981588,32217887,18.73,29.79,35.49,10226375.88628,11432713.530836,0
FRA,N/A,FR,France,Europe,EU27,NO,2016,<= 60% Median Daily Income,45.2844836262,57.218735555716,58.682868310877,66724104,0.51608396427219,34435240,0.48391603572781,32288863,18.55,29.78,35.54,10256256.808686,11474817.195869,0
FRA,N/A,FR,France,Europe,EU27,NO,2017,<= 60% Median Daily Income,44.9919142036,58.129810865041,59.406919363156,66918020,0.51632328997883,34551332,0.48367671002117,32366687,18.48,35.20,35.98,12163131.291073,11644396.096914,0
FRA,2018,FR,France,Europe,EU27,NO,2018,<= 60% Median Daily Income,45.1266794251,58.712257836984,60.283261596172,67101930,0.51639480690424,34651088,0.48360519309577,32450841,18.28,35.43,36.38,12278182.088594,11806226.491425,1
GMB,N/A,GM,Gambia,Africa,Rest of the World,YES,2003,<= 1.9565€ Median Daily Income,,,,1566257,,,,,50.70,0.00,0.00,,,0
GMB,N/A,GM,Gambia,Africa,Rest of the World,YES,2010,<= 1.9565€ Median Daily Income,,,,1937275,,,,,29.80,0.00,0.00,,,0
GMB,N/A,GM,Gambia,Africa,Rest of the World,YES,2015,<= 1.9565€ Median Daily Income,,,,2253133,,,,,13.40,0.00,0.00,,,0
GMB,2020,GM,Gambia,Africa,Rest of the World,YES,2020,<= 3.3215€ Median Daily Income,,,,2573995,,,,,16.00,0.00,0.00,,,1
DEU,N/A,DE,Germany,Europe,EU27,NO,2000,<= 60% Median Daily Income,43.6741264323,40.306399168544,42.043052983972,82211508,0.51206085185662,42097294,0.48793914814338,40114213,18.17,16.77,17.49,7058440.7496635,7015733.9726253,0
DEU,N/A,DE,Germany,Europe,EU27,NO,2001,<= 60% Median Daily Income,42.8638728245,41.254879329278,43.309474381684,82349925,0.51183125993654,42149265,0.48816874006346,40200659,17.92,17.24,18.10,7267847.6852416,7277070.3864607,0
DEU,N/A,DE,Germany,Europe,EU27,NO,2002,<= 60% Median Daily Income,43.6076308395,,,82488495,0.51146864333078,42190278,0.48853135666922,40298216,17.91,0.00,0.00,0,0,0
DEU,N/A,DE,Germany,Europe,EU27,NO,2003,<= 60% Median Daily Income,43.4796259261,,,82534176,0.51118849219523,42190520,0.48881150780477,40343655,18.09,0.00,0.00,0,0,0
DEU,N/A,DE,Germany,Europe,EU27,NO,2004,<= 60% Median Daily Income,43.6648260594,,,82516260,0.5110239074161,42167781,0.4889760925839,40348478,17.91,0.00,0.00,0,0,0
DEU,N/A,DE,Germany,Europe,EU27,NO,2005,<= 60% Median Daily Income,43.1836473978,43.060999297323,44.666736132819,82469422,0.51087016086344,42131166,0.48912983913656,40338255,18.40,18.35,19.03,7729773.7628067,7676805.3065812,0
DEU,N/A,DE,Germany,Europe,EU27,NO,2006,<= 60% Median Daily Income,43.7582115698,41.153351875453,42.542674927795,82376451,0.51066300193254,42066605,0.48933699806746,40309845,18.23,17.15,17.73,7212881.819783,7144997.1656677,0
DEU,N/A,DE,Germany,Europe,EU27,NO,2007,<= 60% Median Daily Income,44.1441399672,46.400718173147,48.620963281795,82266372,0.51040257520309,41988968,0.48959742479691,40277403,18.11,19.03,19.94,7991324.7471815,8032373.5197951,0
DEU,N/A,DE,Germany,Europe,EU27,NO,2008,<= 60% Median Daily Income,44.1085419684,47.848820277704,50.167921065076,82110097,0.51015140425064,41888581,0.48984859574936,40221515,18.21,19.75,26.64,8272482.8311698,10714930.66258,0
DEU,N/A,DE,Germany,Europe,EU27,NO,2009,<= 60% Median Daily Income,44.7916535066,48.677070558909,50.568687330175,81902307,0.50996184792544,41767051,0.49003815207456,40135255,18.29,19.87,26.64,8300334.1825518,10691259.682537,0
DEU,N/A,DE,Germany,Europe,EU27,NO,2010,<= 60% Median Daily Income,45.2495523753,49.28890705696,51.260677081246,81776930,0.50974939481193,41685740,0.49025060518807,40091189,18.45,25.59,26.61,10667013.400332,10669385.618061,0
DEU,N/A,DE,Germany,Europe,EU27,NO,2011,<= 60% Median Daily Income,44.9835951474,49.962194382326,51.80304742668,80274983,0.51229627409865,41124574,0.48770372590135,39150408,18.25,25.94,26.89,10667166.012348,10529257.29375,0
DEU,N/A,DE,Germany,Europe,EU27,NO,2012,<= 60% Median Daily Income,44.8890919113,51.129760101314,53.633213370631,80425823,0.51162737977714,41148053,0.48837262022286,39277769,18.47,26.86,28.18,11053229.255424,11067429.440914,0
DEU,N/A,DE,Germany,Europe,EU27,NO,2013,<= 60% Median Daily Income,45.4046753706,50.942735844268,53.651915796336,80645605,0.51093959289971,41205032,0.48906040710029,39440572,18.62,26.73,28.15,11013422.068776,11102434.040359,0
DEU,N/A,DE,Germany,Europe,EU27,NO,2014,<= 60% Median Daily Income,45.4818979797,51.616023169634,54.044666736133,80982500,0.5102369007183,41320259,0.4897630992817,39662240,18.57,26.59,27.84,10986199.068952,11041548.125731,0
DEU,N/A,DE,Germany,Europe,EU27,NO,2015,<= 60% Median Daily Income,46.9396490472,54.071384487139,56.62560148337,81686611,0.50940067307707,41611214,0.49059932692293,40075396,18.84,27.35,28.65,11382357.753034,11480082.419639,0
DEU,N/A,DE,Germany,Europe,EU27,NO,2016,<= 60% Median Daily Income,48.2695568537,55.423302688073,58.111108439336,82348669,0.50698161514542,41749261,0.49301838485458,40599407,19.11,27.48,28.81,11470950.653919,11695992.114764,0
DEU,N/A,DE,Germany,Europe,EU27,NO,2017,<= 60% Median Daily Income,48.6741513622,56.95155804565,60.040130062012,82657002,0.50683103742481,41893134,0.49316896257519,40763867,18.66,27.48,28.97,11510540.484823,11807671.34205,0
DEU,2018,DE,Germany,Europe,EU27,NO,2018,<= 60% Median Daily Income,49.8903772094,58.995465997654,62.068007363412,82905782,0.50667465645468,42006258,0.49332534354532,40899523,18.64,27.82,29.27,11685082.392565,11969753.134955,1
GRC,N/A,GR,Greece,Europe,EU27,NO,2000,<= 60% Median Daily Income,24.2279311001,,,10805808,,,,,25.38,0.00,0.00,,,0
GRC,N/A,GR,Greece,Europe,EU27,NO,2003,<= 60% Median Daily Income,28.2607785005,,,10928070,,,,,24.89,0.00,0.00,,,0
GRC,N/A,GR,Greece,Europe,EU27,NO,2004,<= 60% Median Daily Income,29.3649855499,,,10955141,,,,,24.57,0.00,0.00,,,0
GRC,N/A,GR,Greece,Europe,EU27,NO,2005,<= 60% Median Daily Income,29.2238211356,,,10987314,,,,,25.11,0.00,0.00,,,0
GRC,N/A,GR,Greece,Europe,EU27,NO,2006,<= 60% Median Daily Income,29.585968048,,,11020362,,,,,25.07,0.00,0.00,,,0
GRC,N/A,GR,Greece,Europe,EU27,NO,2007,<= 60% Median Daily Income,30.95968785,,,11048473,,,,,24.83,0.00,0.00,,,0
GRC,N/A,GR,Greece,Europe,EU27,NO,2008,<= 60% Median Daily Income,31.3309993178,,,11077841,,,,,19.83,0.00,0.00,,,0
GRC,N/A,GR,Greece,Europe,EU27,NO,2009,<= 60% Median Daily Income,32.0381745502,,,11107017,,,,,19.97,0.00,0.00,,,0
GRC,N/A,GR,Greece,Europe,EU27,NO,2010,<= 60% Median Daily Income,27.8445423074,,,11121341,,,,,25.13,0.00,0.00,,,0
GRC,N/A,GR,Greece,Europe,EU27,NO,2011,<= 60% Median Daily Income,23.5237204748,,,11104899,,,,,25.74,0.00,0.00,,,0
GRC,N/A,GR,Greece,Europe,EU27,NO,2012,<= 60% Median Daily Income,20.164670435,,,11045011,,,,,27.02,0.00,0.00,,,0
GRC,N/A,GR,Greece,Europe,EU27,NO,2013,<= 60% Median Daily Income,18.9830250883,,,10965211,,,,,25.75,0.00,0.00,,,0
GRC,N/A,GR,Greece,Europe,EU27,NO,2014,<= 60% Median Daily Income,18.9691374782,,,10892413,,,,,25.59,0.00,0.00,,,0
GRC,N/A,GR,Greece,Europe,EU27,NO,2015,<= 60% Median Daily Income,19.2140007332,,,10820883,,,,,25.71,0.00,0.00,,,0
GRC,N/A,GR,Greece,Europe,EU27,NO,2016,<= 60% Median Daily Income,19.7250346475,,,10775971,,,,,25.11,0.00,0.00,,,0
